date,snp500,spy,qqq,dia,iwm,voo
2023-01-09,89.91,89.75,80.21,99.65,89.54,89.68
2023-01-08,89.91,89.75,80.21,99.65,89.54,89.68
2023-01-07,89.91,89.75,80.21,99.65,89.54,89.68
2023-01-06,89.98,89.80,79.69,99.94,89.39,89.74
2023-01-05,87.97,87.78,77.55,97.85,87.43,87.75
2023-01-04,89.01,88.80,78.78,98.84,88.37,88.72
2023-01-03,88.34,88.12,78.41,98.44,87.28,88.08
2023-01-02,88.34,88.12,78.41,98.44,87.28,88.08
2023-01-01,88.34,88.12,78.41,98.44,87.28,88.08
2022-12-31,88.34,88.12,78.41,98.44,87.28,88.08
2022-12-30,88.70,88.49,78.94,98.47,87.77,88.42
2022-12-29,88.92,88.72,78.99,98.69,88.01,88.67
2022-12-28,87.40,87.16,77.11,97.65,85.84,87.12
2022-12-27,88.46,88.25,78.14,98.78,87.19,88.20
2022-12-26,88.46,88.25,78.14,98.78,87.19,88.20
2022-12-25,88.46,88.25,78.14,98.78,87.19,88.20
2022-12-24,88.46,88.25,78.14,98.78,87.19,88.20
2022-12-23,88.82,88.60,79.26,98.65,87.78,88.56
2022-12-22,88.30,88.09,79.09,98.15,87.39,88.06
2022-12-21,89.59,89.37,81.07,99.15,88.54,89.32
2022-12-20,88.28,88.05,79.91,97.60,87.04,88.00
2022-12-19,88.19,87.93,79.97,97.30,86.59,88.29
2022-12-18,88.19,87.93,79.97,97.30,86.59,88.29
2022-12-17,88.19,87.93,79.97,97.30,86.59,88.29
2022-12-16,88.99,88.69,81.31,97.77,87.77,89.06
2022-12-15,89.99,90.16,82.09,98.91,88.43,90.13
2022-12-14,92.29,92.42,84.94,101.11,90.70,92.40
2022-12-13,92.86,93.01,85.58,101.59,91.30,92.97
2022-12-12,92.18,92.31,84.67,101.23,90.97,92.28
2022-12-11,92.18,92.31,84.67,101.23,90.97,92.28
2022-12-10,92.18,92.31,84.67,101.23,90.97,92.28
2022-12-09,90.89,91.00,83.62,99.67,89.91,90.99
2022-12-08,91.56,91.69,84.15,100.59,91.03,91.65
2022-12-07,90.88,90.97,83.17,99.99,90.38,90.94
2022-12-06,91.05,91.13,83.51,100.00,90.64,91.11
2022-12-05,92.38,92.46,85.28,101.06,92.05,92.45
2022-12-04,92.38,92.46,85.28,101.06,92.05,92.45
2022-12-03,92.38,92.46,85.28,101.06,92.05,92.45
2022-12-02,94.06,94.16,86.73,102.46,94.66,94.13
2022-12-01,94.17,94.26,87.08,102.36,94.11,94.26
2022-11-30,94.25,94.33,86.97,102.88,94.32,94.25
2022-11-29,91.42,91.45,83.18,100.60,91.80,91.44
2022-11-28,91.57,91.61,83.82,100.60,91.53,91.60
2022-11-27,91.57,91.61,83.82,100.60,91.53,91.60
2022-11-26,91.57,91.61,83.82,100.60,91.53,91.60
2022-11-25,93.01,93.10,85.06,102.10,93.42,93.07
2022-11-24,93.01,93.10,85.06,102.10,93.42,93.07
2022-11-23,93.03,93.12,85.63,101.63,93.22,93.08
2022-11-22,92.49,92.53,84.78,101.33,92.98,92.50
2022-11-21,91.25,91.30,83.57,100.17,92.00,91.28
2022-11-20,91.25,91.30,83.57,100.17,92.00,91.28
2022-11-19,91.25,91.30,83.57,100.17,92.00,91.28
2022-11-18,91.60,91.64,84.44,100.27,92.48,91.61
2022-11-17,91.17,91.22,84.44,99.89,91.89,91.20
2022-11-16,91.45,91.50,84.62,99.88,92.75,91.47
2022-11-15,92.21,92.21,85.80,99.92,94.41,92.17
2022-11-14,91.42,91.43,84.62,99.79,93.03,91.41
2022-11-13,91.42,91.43,84.62,99.79,93.03,91.41
2022-11-12,91.42,91.43,84.62,99.79,93.03,91.41
2022-11-11,92.24,92.21,85.37,100.39,94.08,92.15
2022-11-10,91.39,91.33,83.83,100.23,93.32,91.28
2022-11-09,86.59,86.57,78.07,96.69,87.90,86.54
2022-11-08,88.43,88.39,79.91,98.59,90.39,88.35
2022-11-07,87.94,87.92,79.33,97.61,90.35,87.87
2022-11-06,87.94,87.92,79.33,97.61,90.35,87.87
2022-11-05,87.94,87.92,79.33,97.61,90.35,87.87
2022-11-04,87.10,87.08,78.47,96.34,89.94,87.03
2022-11-03,85.93,85.85,77.23,95.07,88.74,85.78
2022-11-02,86.85,86.74,78.77,95.51,89.34,86.70
2022-11-01,89.08,88.97,81.56,97.01,92.41,88.97
2022-10-31,89.45,89.37,82.40,97.31,92.28,89.33
2022-10-30,89.45,89.37,82.40,97.31,92.28,89.33
2022-10-29,89.45,89.37,82.40,97.31,92.28,89.33
2022-10-28,90.12,90.02,83.37,97.66,92.20,89.94
2022-10-27,87.95,87.92,80.90,95.24,90.15,87.89
2022-10-26,88.49,88.40,82.40,94.62,90.13,88.37
2022-10-25,89.15,89.07,84.26,94.66,89.69,89.03
2022-10-24,87.72,87.67,82.55,93.63,87.30,87.61
2022-10-23,87.72,87.67,82.55,93.63,87.30,87.61
2022-10-22,87.72,87.67,82.55,93.63,87.30,87.61
2022-10-21,86.69,86.61,81.65,92.39,86.93,86.55
2022-10-20,84.68,84.55,79.78,90.14,85.09,84.52
2022-10-19,85.36,85.27,80.19,90.45,86.18,85.22
2022-10-18,85.93,85.88,80.49,90.79,87.67,85.81
2022-10-17,84.96,84.88,79.85,89.77,86.65,84.81
2022-10-16,84.96,84.88,79.85,89.77,86.65,84.81
2022-10-15,84.96,84.88,79.85,89.77,86.65,84.81
2022-10-14,82.77,82.75,77.30,88.22,83.97,82.71
2022-10-13,84.78,84.68,79.70,89.33,86.28,84.62
2022-10-12,82.63,82.50,77.87,86.83,84.19,82.46
2022-10-11,82.90,82.78,77.90,86.87,84.43,82.72
2022-10-10,83.45,83.31,78.98,86.77,84.40,83.26
2022-10-09,83.45,83.31,78.98,86.77,84.40,83.26
2022-10-08,83.45,83.31,78.98,86.77,84.40,83.26
2022-10-07,84.08,83.95,79.78,87.07,84.87,83.89
2022-10-06,86.50,86.35,82.94,88.93,87.45,86.31
2022-10-05,87.40,87.26,83.60,89.99,87.94,87.23
2022-10-04,87.57,87.46,83.64,90.09,88.59,87.38
2022-10-03,84.97,84.83,81.09,87.61,85.22,84.81
2022-10-02,84.97,84.83,81.09,87.61,85.22,84.81
2022-10-01,84.97,84.83,81.09,87.61,85.22,84.81
2022-09-30,82.83,82.65,79.24,85.39,83.02,82.62
2022-09-29,84.10,83.95,80.60,86.85,83.63,83.90
2022-09-28,85.91,85.74,82.99,88.19,85.54,85.69
2022-09-27,84.26,84.08,81.38,86.58,82.92,84.41
2022-09-26,84.43,84.30,81.34,87.00,82.64,84.65
2022-09-25,84.43,84.30,81.34,87.00,82.64,84.65
2022-09-24,84.43,84.30,81.34,87.00,82.64,84.65
2022-09-23,85.32,85.14,81.68,87.93,84.22,85.48
2022-09-22,86.81,86.59,83.03,89.32,86.27,86.92
2022-09-21,87.55,87.32,84.07,89.70,88.26,87.66
2022-09-20,89.07,88.87,85.60,91.25,89.63,89.23
2022-09-19,90.09,89.91,86.29,92.18,90.87,90.25
2022-09-18,90.09,89.91,86.29,92.18,90.87,90.25
2022-09-17,90.09,89.91,86.29,92.18,90.87,90.25
2022-09-16,89.48,89.21,85.78,91.55,90.10,89.56
2022-09-15,90.12,90.27,86.30,92.24,91.43,90.27
2022-09-14,91.16,91.31,87.76,92.75,92.10,91.29
2022-09-13,90.85,90.96,87.07,92.65,91.74,90.95
2022-09-12,94.95,95.09,92.13,96.46,95.47,95.10
2022-09-11,94.95,95.09,92.13,96.46,95.47,95.10
2022-09-10,94.95,95.09,92.13,96.46,95.47,95.10
2022-09-09,93.96,94.08,91.04,95.78,94.33,94.06
2022-09-08,92.55,92.64,89.10,94.58,92.47,92.63
2022-09-07,91.94,92.04,88.64,94.01,91.71,92.03
2022-09-06,90.28,90.42,86.88,92.79,89.76,90.41
2022-09-05,90.28,90.42,86.88,92.79,89.76,90.41
2022-09-04,90.28,90.42,86.88,92.79,89.76,90.41
2022-09-03,90.28,90.42,86.88,92.79,89.76,90.41
2022-09-02,90.65,90.76,87.51,93.25,90.65,90.72
2022-09-01,91.64,91.73,88.76,94.23,91.36,91.68
2022-08-31,91.36,91.44,88.73,93.81,92.37,91.40
2022-08-30,92.08,92.14,89.24,94.52,92.93,92.12
2022-08-29,93.11,93.16,90.25,95.43,94.25,93.13
2022-08-28,93.11,93.16,90.25,95.43,94.25,93.13
2022-08-27,93.11,93.16,90.25,95.43,94.25,93.13
2022-08-26,93.73,93.78,91.15,95.98,95.13,93.75
2022-08-25,97.00,97.07,95.04,99.01,98.36,97.08
2022-08-24,95.65,95.72,93.39,98.04,96.85,95.68
2022-08-23,95.38,95.41,93.12,97.81,96.12,95.39
2022-08-22,95.59,95.65,93.20,98.30,95.96,95.62
2022-08-21,95.59,95.65,93.20,98.30,95.96,95.62
2022-08-20,95.59,95.65,93.20,98.30,95.96,95.62
2022-08-19,97.68,97.68,95.72,100.17,97.98,97.68
2022-08-18,98.96,99.01,97.62,101.22,100.13,99.05
2022-08-17,98.73,98.72,97.39,101.11,99.47,98.74
2022-08-16,99.45,99.43,98.51,101.57,101.17,99.42
2022-08-15,99.27,99.23,98.74,100.86,101.21,99.25
2022-08-14,99.27,99.23,98.74,100.86,101.21,99.25
2022-08-13,99.27,99.23,98.74,100.86,101.21,99.25
2022-08-12,98.87,98.83,97.95,100.40,100.86,98.82
2022-08-11,97.19,97.18,96.08,99.18,98.84,97.16
2022-08-10,97.26,97.18,96.63,99.03,98.47,97.16
2022-08-09,95.23,95.18,94.01,97.46,95.74,95.17
2022-08-08,95.64,95.56,95.08,97.61,97.06,95.55
2022-08-07,95.64,95.56,95.08,97.61,97.06,95.55
2022-08-06,95.64,95.56,95.08,97.61,97.06,95.55
2022-08-05,95.76,95.67,95.39,97.47,96.04,95.63
2022-08-04,95.91,95.83,96.18,97.29,95.31,95.83
2022-08-03,95.99,95.90,95.73,97.53,95.51,95.91
2022-08-02,94.51,94.42,93.19,96.31,94.13,94.43
2022-08-01,95.14,95.05,93.47,97.49,94.22,95.04
2022-07-31,95.14,95.05,93.47,97.49,94.22,95.04
2022-07-30,95.14,95.05,93.47,97.49,94.22,95.04
2022-07-29,95.41,95.33,93.53,97.68,94.26,95.33
2022-07-28,94.08,93.96,91.85,96.66,93.59,93.95
2022-07-27,92.95,92.80,90.96,95.70,92.32,92.78
2022-07-26,90.58,90.45,87.27,94.37,90.27,90.41
2022-07-25,91.64,91.53,89.02,95.09,90.83,91.51
2022-07-24,91.64,91.53,89.02,95.09,90.83,91.51
2022-07-23,91.64,91.53,89.02,95.09,90.83,91.51
2022-07-22,91.52,91.42,89.53,94.83,90.36,91.42
2022-07-21,92.38,92.28,91.13,95.23,91.83,92.26
2022-07-20,91.48,91.35,89.84,94.73,91.36,91.34
2022-07-19,90.94,90.77,88.44,94.54,89.95,90.76
2022-07-18,88.50,88.38,85.80,92.33,86.88,88.36
2022-07-17,88.50,88.38,85.80,92.33,86.88,88.36
2022-07-16,88.50,88.38,85.80,92.33,86.88,88.36
2022-07-15,89.24,89.12,86.53,92.92,87.13,89.09
2022-07-14,87.56,87.44,84.99,91.06,85.35,87.44
2022-07-13,87.82,87.66,84.69,91.46,86.24,87.67
2022-07-12,88.22,88.12,84.86,92.12,86.31,88.08
2022-07-11,89.04,88.91,85.69,92.64,86.61,88.90
2022-07-10,89.04,88.91,85.69,92.64,86.61,88.90
2022-07-09,89.04,88.91,85.69,92.64,86.61,88.90
2022-07-08,90.08,89.93,87.56,93.16,88.39,89.92
2022-07-07,90.15,90.01,87.45,93.31,88.40,89.97
2022-07-06,88.82,88.68,85.62,92.25,86.35,88.67
2022-07-05,88.51,88.38,85.08,92.05,87.00,88.35
2022-07-04,88.51,88.38,85.08,92.05,87.00,88.35
2022-07-03,88.51,88.38,85.08,92.05,87.00,88.35
2022-07-02,88.51,88.38,85.08,92.05,87.00,88.35
2022-07-01,88.37,88.22,83.64,92.39,86.28,88.20
2022-06-30,87.44,87.29,83.10,91.49,85.25,87.30
2022-06-29,88.22,88.01,84.14,92.15,85.92,88.00
2022-06-28,88.28,88.08,84.06,91.94,86.80,88.31
2022-06-27,90.10,89.92,86.70,93.43,88.46,90.26
2022-06-26,90.10,89.92,86.70,93.43,88.46,90.26
2022-06-25,90.10,89.92,86.70,93.43,88.46,90.26
2022-06-24,90.36,90.26,87.34,93.62,88.14,90.60
2022-06-23,87.68,87.48,84.45,91.16,85.49,87.87
2022-06-22,86.86,86.63,83.21,90.53,84.48,86.95
2022-06-21,86.97,86.79,83.33,90.73,84.64,87.14
2022-06-20,86.97,86.79,83.33,90.73,84.64,87.14
2022-06-19,86.97,86.79,83.33,90.73,84.64,87.14
2022-06-18,86.97,86.79,83.33,90.73,84.64,87.14
2022-06-17,84.89,84.66,81.44,88.78,83.15,85.05
2022-06-16,84.71,84.84,80.46,89.13,82.50,84.83
2022-06-15,87.55,87.74,83.84,91.31,86.51,87.71
2022-06-14,86.29,86.51,81.80,90.44,85.26,86.48
2022-06-13,86.62,86.77,81.65,90.82,85.67,86.69
2022-06-12,86.62,86.77,81.65,90.82,85.67,86.69
2022-06-11,86.62,86.77,81.65,90.82,85.67,86.69
2022-06-10,90.11,90.20,85.63,93.43,89.90,90.17
2022-06-09,92.81,92.89,88.76,96.00,92.40,92.89
2022-06-08,95.08,95.15,91.21,97.89,94.61,95.13
2022-06-07,96.11,96.20,91.87,98.72,96.09,96.18
2022-06-06,95.21,95.28,91.08,97.91,94.57,95.25
2022-06-05,95.21,95.28,91.08,97.91,94.57,95.25
2022-06-04,95.21,95.28,91.08,97.91,94.57,95.25
2022-06-03,94.91,95.00,90.78,97.88,94.16,94.99
2022-06-02,96.49,96.58,93.20,98.90,95.02,96.55
2022-06-01,94.74,94.78,90.72,97.59,92.75,94.76
2022-05-31,95.46,95.55,91.40,98.14,93.28,95.56
2022-05-30,95.46,95.55,91.40,98.14,93.28,95.56
2022-05-29,95.46,95.55,91.40,98.14,93.28,95.56
2022-05-28,95.46,95.55,91.40,98.14,93.28,95.56
2022-05-27,96.06,96.09,91.64,98.69,94.45,96.09
2022-05-26,93.74,93.78,88.74,97.02,91.98,93.74
2022-05-25,91.91,91.95,86.35,95.49,89.97,91.91
2022-05-24,91.05,91.14,85.16,94.92,88.38,91.15
2022-05-23,91.80,91.84,87.01,94.76,89.71,91.81
2022-05-22,91.80,91.84,87.01,94.76,89.71,91.81
2022-05-21,91.80,91.84,87.01,94.76,89.71,91.81
2022-05-20,90.12,90.16,85.59,92.85,88.63,90.10
2022-05-19,90.11,90.12,85.85,93.08,88.86,90.08
2022-05-18,90.64,90.67,86.31,93.78,88.71,90.69
2022-05-17,94.46,94.48,90.77,97.22,91.94,94.43
2022-05-16,92.59,92.58,88.48,95.93,89.21,92.58
2022-05-15,92.59,92.58,88.48,95.93,89.21,92.58
2022-05-14,92.59,92.58,88.48,95.93,89.21,92.58
2022-05-13,92.95,92.95,89.52,95.77,89.64,92.91
2022-05-12,90.79,90.78,86.32,94.40,86.88,90.77
2022-05-11,90.91,90.88,86.52,94.65,85.88,90.84
2022-05-10,92.43,92.35,89.17,95.65,88.07,92.32
2022-05-09,92.20,92.13,88.10,95.88,88.04,92.09
2022-05-08,92.20,92.13,88.10,95.88,88.04,92.09
2022-05-07,92.20,92.13,88.10,95.88,88.04,92.09
2022-05-06,95.25,95.18,91.68,97.80,91.91,95.16
2022-05-05,95.80,95.75,92.80,98.15,93.46,95.76
2022-05-04,99.34,99.28,97.72,101.22,97.41,99.24
2022-05-03,96.46,96.35,94.52,98.45,94.88,96.32
2022-05-02,95.99,95.91,94.42,98.30,94.08,95.91
2022-05-01,95.99,95.91,94.42,98.30,94.08,95.91
2022-04-30,95.99,95.91,94.42,98.30,94.08,95.91
2022-04-29,95.45,95.33,92.87,97.98,93.10,95.31
2022-04-28,99.04,98.99,97.25,100.84,95.87,98.94
2022-04-27,96.65,96.55,93.91,98.98,94.11,96.52
2022-04-26,96.45,96.28,94.02,98.81,94.50,96.28
2022-04-25,99.24,99.15,97.71,101.22,97.58,99.11
2022-04-24,99.24,99.15,97.71,101.22,97.58,99.11
2022-04-23,99.24,99.15,97.71,101.22,97.58,99.11
2022-04-22,98.68,98.58,96.47,100.53,96.99,98.57
2022-04-21,101.50,101.36,99.07,103.34,99.57,101.34
2022-04-20,103.02,102.90,101.16,104.48,101.85,102.86
2022-04-19,103.08,102.98,102.66,103.76,101.46,102.94
2022-04-18,101.45,101.34,100.41,102.27,99.48,101.32
2022-04-17,101.45,101.34,100.41,102.27,99.48,101.32
2022-04-16,101.45,101.34,100.41,102.27,99.48,101.32
2022-04-15,101.45,101.34,100.41,102.27,99.48,101.32
2022-04-14,101.47,101.30,100.34,102.32,100.15,101.30
2022-04-13,102.72,102.58,102.68,102.76,101.13,102.55
2022-04-12,101.58,101.42,100.64,101.71,99.24,101.40
2022-04-11,101.93,101.79,101.06,102.00,98.93,101.78
2022-04-10,101.93,101.79,101.06,102.00,98.93,101.78
2022-04-09,101.93,101.79,101.06,102.00,98.93,101.78
2022-04-08,103.68,103.56,103.51,103.24,99.60,103.57
2022-04-07,103.96,103.84,104.98,102.82,100.40,103.82
2022-04-06,103.52,103.32,104.73,102.46,100.73,103.30
2022-04-05,104.53,104.36,107.06,102.93,102.18,104.36
2022-04-04,105.86,105.70,109.49,103.80,104.66,105.67
2022-04-03,105.86,105.70,109.49,103.80,104.66,105.67
2022-04-02,105.86,105.70,109.49,103.80,104.66,105.67
2022-04-01,105.01,104.80,107.28,103.43,104.49,104.78
2022-03-31,104.66,104.51,107.48,103.08,103.33,104.49
2022-03-30,106.32,106.14,108.83,104.65,104.43,106.12
2022-03-29,106.99,106.80,110.05,104.90,106.57,106.78
2022-03-28,105.70,105.49,108.19,103.87,103.79,105.45
2022-03-27,105.70,105.49,108.19,103.87,103.79,105.45
2022-03-26,105.70,105.49,108.19,103.87,103.79,105.45
2022-03-25,104.95,104.75,106.54,103.59,103.76,104.73
2022-03-24,104.42,104.24,106.63,103.15,103.61,104.20
2022-03-23,102.94,102.69,104.31,102.06,102.64,103.02
2022-03-22,104.22,104.03,105.83,103.47,104.45,104.36
2022-03-21,103.06,102.83,103.79,102.67,103.41,103.16
2022-03-20,103.06,102.83,103.79,102.67,103.41,103.16
2022-03-19,103.06,102.83,103.79,102.67,103.41,103.16
2022-03-18,103.10,102.86,104.21,103.19,104.33,103.16
2022-03-17,101.91,102.06,102.12,102.67,103.25,102.03
2022-03-16,100.67,100.80,100.90,101.45,101.65,100.80
2022-03-15,98.47,98.61,97.29,99.92,98.55,98.59
2022-03-14,96.40,96.49,94.33,98.10,97.00,96.48
2022-03-13,96.40,96.49,94.33,98.10,97.00,96.48
2022-03-12,96.40,96.49,94.33,98.10,97.00,96.48
2022-03-11,97.12,97.20,96.18,98.08,99.03,97.19
2022-03-10,98.40,98.45,98.21,98.70,100.63,98.44
2022-03-09,98.82,98.90,99.32,99.09,100.82,98.88
2022-03-08,96.35,96.32,95.86,97.05,98.05,96.32
2022-03-07,97.05,97.05,96.31,97.62,97.51,97.05
2022-03-06,97.05,97.05,96.31,97.62,97.51,97.05
2022-03-05,97.05,97.05,96.31,97.62,97.51,97.05
2022-03-04,100.00,100.00,100.00,100.00,100.00,100.00
